demographics_key,sex,age_group,education_level,annual_income,race_ethnicity
370,Male,35-39,High school graduate,"$50,000 to <$75,000",Black only (non-Hispanic)
371,Female,55-59,High school graduate,"$50,000 to <$75,000",Asian (non-Hispanic)
372,Female,80+,Some college or technical school,"$50,000 to <$75,000",Black only (non-Hispanic)
373,Male,80+,College graduate or higher,"$75,000 to < $100,000",American Indian/Alaska Native (non-Hispanic)
374,Male,75-79,High school graduate,"$75,000 to < $100,000",White only (non-Hispanic)
375,Female,80+,Some college or technical school,,Other race (non-Hispanic)
376,Female,70-74,Some high school,,Black only (non-Hispanic)
377,Male,70-74,Some college or technical school,"$50,000 to <$75,000",White only (non-Hispanic)
378,Male,65-69,College graduate or higher,"$50,000 to <$75,000",Black only (non-Hispanic)
379,Female,65-69,High school graduate,"$35,000 to <$50,000",American Indian/Alaska Native (non-Hispanic)
380,Male,70-74,Some college or technical school,,
381,Female,55-59,Some college or technical school,"$75,000 to < $100,000",White only (non-Hispanic)
382,Female,40-44,High school graduate,"$25,000 to <$35,000",Black only (non-Hispanic)
383,Female,75-79,College graduate or higher,"$75,000 to < $100,000",White only (non-Hispanic)
384,Female,80+,College graduate or higher,"$75,000 to < $100,000",Black only (non-Hispanic)
385,Female,75-79,College graduate or higher,"$50,000 to <$75,000",White only (non-Hispanic)
386,Female,75-79,College graduate or higher,"$50,000 to <$75,000",Black only (non-Hispanic)
387,Female,50-54,High school graduate,"$50,000 to <$75,000",Black only (non-Hispanic)
388,Male,75-79,Some high school,"$35,000 to <$50,000",White only (non-Hispanic)
389,Female,65-69,Some high school,"$25,000 to <$35,000",Black only (non-Hispanic)
390,Male,80+,Some college or technical school,"$35,000 to <$50,000",White only (non-Hispanic)
391,Female,80+,Some high school,"$25,000 to <$35,000",Black only (non-Hispanic)
392,Female,70-74,High school graduate,"$35,000 to <$50,000",Black only (non-Hispanic)
393,Male,70-74,College graduate or higher,,Black only (non-Hispanic)
394,Male,65-69,College graduate or higher,"$35,000 to <$50,000",Black only (non-Hispanic)
395,Female,70-74,High school graduate,"$10,000 to <$15,000",Black only (non-Hispanic)
396,Male,65-69,Some college or technical school,,Black only (non-Hispanic)
397,Male,75-79,College graduate or higher,"$100,000 to < $150,000",White only (non-Hispanic)
398,Male,75-79,College graduate or higher,"$20,000 to <$25,000",White only (non-Hispanic)
399,Male,75-79,College graduate or higher,"$75,000 to < $100,000",White only (non-Hispanic)
400,Male,60-64,High school graduate,"$25,000 to <$35,000",Black only (non-Hispanic)
401,Male,80+,College graduate or higher,"$150,000 to < $200,000",White only (non-Hispanic)
402,Female,80+,High school graduate,"$15,000 to <$20,000",White only (non-Hispanic)
403,Female,,College graduate or higher,,
404,Female,80+,Some college or technical school,"$10,000 to <$15,000",White only (non-Hispanic)
405,Male,70-74,Some college or technical school,"Less than $10,000",White only (non-Hispanic)
406,Female,75-79,Some college or technical school,"$50,000 to <$75,000",Black only (non-Hispanic)
407,Female,65-69,High school graduate,"$75,000 to < $100,000",White only (non-Hispanic)
408,Female,,College graduate or higher,"$75,000 to < $100,000",White only (non-Hispanic)
409,Female,60-64,College graduate or higher,"$10,000 to <$15,000",White only (non-Hispanic)
410,Male,55-59,Some college or technical school,"$35,000 to <$50,000",Black only (non-Hispanic)
411,Male,80+,College graduate or higher,"$15,000 to <$20,000",White only (non-Hispanic)
412,Male,80+,College graduate or higher,"$75,000 to < $100,000",Black only (non-Hispanic)
413,Female,65-69,High school graduate,"$50,000 to <$75,000",White only (non-Hispanic)
414,Male,50-54,College graduate or higher,"$35,000 to <$50,000",White only (non-Hispanic)
415,Male,70-74,Some high school,"$15,000 to <$20,000",Black only (non-Hispanic)
416,Male,70-74,Some high school,"Less than $10,000",Black only (non-Hispanic)
417,Female,60-64,High school graduate,"$20,000 to <$25,000",White only (non-Hispanic)
418,Female,80+,Some high school,"Less than $10,000",Black only (non-Hispanic)
419,Female,80+,College graduate or higher,"$15,000 to <$20,000",Black only (non-Hispanic)
420,Male,60-64,High school graduate,"$50,000 to <$75,000",White only (non-Hispanic)
421,Male,65-69,Some college or technical school,"$50,000 to <$75,000",White only (non-Hispanic)
422,Male,40-44,High school graduate,"Less than $10,000",Black only (non-Hispanic)
423,Female,75-79,College graduate or higher,"$25,000 to <$35,000",White only (non-Hispanic)
424,Female,80+,College graduate or higher,"$75,000 to < $100,000",White only (non-Hispanic)
425,Female,65-69,High school graduate,"$50,000 to <$75,000",Black only (non-Hispanic)
426,Female,50-54,Some college or technical school,"$35,000 to <$50,000",Black only (non-Hispanic)
427,Male,60-64,College graduate or higher,"$100,000 to < $150,000",Black only (non-Hispanic)
428,Female,70-74,College graduate or higher,"$150,000 to < $200,000",White only (non-Hispanic)
429,Male,65-69,High school graduate,"$50,000 to <$75,000",Black only (non-Hispanic)
430,Female,60-64,Some high school,"Less than $10,000",Black only (non-Hispanic)
431,Male,60-64,College graduate or higher,"$35,000 to <$50,000",Black only (non-Hispanic)
432,Female,60-64,College graduate or higher,"$100,000 to < $150,000",Black only (non-Hispanic)
433,Male,75-79,Some college or technical school,"$15,000 to <$20,000",White only (non-Hispanic)
434,Male,75-79,Some college or technical school,"$50,000 to <$75,000",Black only (non-Hispanic)
435,Female,40-44,College graduate or higher,"$100,000 to < $150,000",Black only (non-Hispanic)
436,Male,75-79,College graduate or higher,"$75,000 to < $100,000",Black only (non-Hispanic)
437,Female,60-64,Some high school,"$20,000 to <$25,000",White only (non-Hispanic)
438,Female,30-34,Some college or technical school,,Black only (non-Hispanic)
439,Male,70-74,Some college or technical school,"$20,000 to <$25,000",White only (non-Hispanic)
440,Female,65-69,High school graduate,"$10,000 to <$15,000",White only (non-Hispanic)
441,Male,40-44,College graduate or higher,"$100,000 to < $150,000",Black only (non-Hispanic)
442,Female,80+,High school graduate,"$20,000 to <$25,000",Black only (non-Hispanic)
443,Female,65-69,College graduate or higher,"$10,000 to <$15,000",Black only (non-Hispanic)
444,Male,75-79,Some college or technical school,,Multiracial (non-Hispanic)
445,Female,65-69,Some college or technical school,"$25,000 to <$35,000",Black only (non-Hispanic)
446,Female,45-49,College graduate or higher,"$100,000 to < $150,000",Black only (non-Hispanic)
447,Female,80+,College graduate or higher,"$35,000 to <$50,000",Black only (non-Hispanic)
448,Female,50-54,Some college or technical school,,Black only (non-Hispanic)
449,Male,65-69,College graduate or higher,,Black only (non-Hispanic)
450,Male,75-79,Some college or technical school,"$25,000 to <$35,000",Multiracial (non-Hispanic)
451,Male,75-79,High school graduate,"$20,000 to <$25,000",White only (non-Hispanic)
452,Male,80+,High school graduate,"$100,000 to < $150,000",White only (non-Hispanic)
453,Male,65-69,Some college or technical school,"$75,000 to < $100,000",White only (non-Hispanic)
454,Female,70-74,High school graduate,"$20,000 to <$25,000",Black only (non-Hispanic)
455,Female,65-69,Some high school,,Black only (non-Hispanic)
456,Female,60-64,Some college or technical school,"$25,000 to <$35,000",White only (non-Hispanic)
457,Female,60-64,High school graduate,"$15,000 to <$20,000",Black only (non-Hispanic)
458,Male,80+,Elementary,"$20,000 to <$25,000",White only (non-Hispanic)
459,Female,80+,High school graduate,"$35,000 to <$50,000",Black only (non-Hispanic)
460,Female,70-74,Some college or technical school,,
461,Female,40-44,College graduate or higher,"Less than $10,000",White only (non-Hispanic)
462,Female,70-74,High school graduate,"$50,000 to <$75,000",Black only (non-Hispanic)
463,Female,50-54,Some college or technical school,"$35,000 to <$50,000",White only (non-Hispanic)
464,Male,45-49,Some college or technical school,,Black only (non-Hispanic)
465,Female,40-44,College graduate or higher,"$100,000 to < $150,000",White only (non-Hispanic)
466,Male,55-59,High school graduate,"$100,000 to < $150,000",White only (non-Hispanic)
467,Female,18-24,Some college or technical school,"$20,000 to <$25,000",White only (non-Hispanic)
468,Female,18-24,High school graduate,"$75,000 to < $100,000",Black only (non-Hispanic)
469,Female,45-49,College graduate or higher,"$75,000 to < $100,000",White only (non-Hispanic)
470,Male,40-44,Some college or technical school,"$75,000 to < $100,000",White only (non-Hispanic)
471,Male,50-54,College graduate or higher,"$200,000 or more",American Indian/Alaska Native (non-Hispanic)
472,Male,25-29,Some college or technical school,"$100,000 to < $150,000",White only (non-Hispanic)
473,Female,45-49,College graduate or higher,"$150,000 to < $200,000",Black only (non-Hispanic)
474,Male,60-64,College graduate or higher,"$200,000 or more",White only (non-Hispanic)
475,Female,35-39,Some high school,"$25,000 to <$35,000",White only (non-Hispanic)
476,Male,70-74,High school graduate,"$35,000 to <$50,000",White only (non-Hispanic)
477,Female,70-74,Some high school,,White only (non-Hispanic)
478,Male,35-39,High school graduate,"$50,000 to <$75,000",White only (non-Hispanic)
479,Male,65-69,Some college or technical school,"$200,000 or more",White only (non-Hispanic)
480,Female,40-44,College graduate or higher,"$35,000 to <$50,000",White only (non-Hispanic)
481,Male,75-79,High school graduate,"$35,000 to <$50,000",
482,Male,50-54,High school graduate,"$50,000 to <$75,000",American Indian/Alaska Native (non-Hispanic)
483,Female,25-29,College graduate or higher,"$25,000 to <$35,000",Hispanic
484,Female,25-29,Some college or technical school,"$35,000 to <$50,000",White only (non-Hispanic)
485,Female,65-69,Some high school,"$35,000 to <$50,000",Black only (non-Hispanic)
486,Female,40-44,High school graduate,,Hispanic
487,Male,65-69,Some high school,"$200,000 or more",White only (non-Hispanic)
488,Female,30-34,College graduate or higher,"$35,000 to <$50,000",Black only (non-Hispanic)
489,Male,55-59,Some college or technical school,"$75,000 to < $100,000",White only (non-Hispanic)
490,Male,60-64,Some high school,"Less than $10,000",Black only (non-Hispanic)
491,Female,45-49,College graduate or higher,"$150,000 to < $200,000",White only (non-Hispanic)
492,Female,35-39,High school graduate,"$75,000 to < $100,000",White only (non-Hispanic)
493,Male,55-59,College graduate or higher,"$150,000 to < $200,000",White only (non-Hispanic)
494,Female,18-24,Some college or technical school,"$200,000 or more",Multiracial (non-Hispanic)
495,Male,65-69,High school graduate,"$75,000 to < $100,000",White only (non-Hispanic)
496,Male,40-44,Some high school,"$10,000 to <$15,000",White only (non-Hispanic)
497,Female,35-39,Some college or technical school,"$25,000 to <$35,000",White only (non-Hispanic)
498,Male,40-44,College graduate or higher,"$75,000 to < $100,000",White only (non-Hispanic)
499,Male,65-69,College graduate or higher,"$75,000 to < $100,000",Black only (non-Hispanic)
500,Female,40-44,College graduate or higher,,White only (non-Hispanic)
501,Male,40-44,High school graduate,"$100,000 to < $150,000",White only (non-Hispanic)
502,Male,18-24,Some college or technical school,"$75,000 to < $100,000",Black only (non-Hispanic)
503,Female,50-54,College graduate or higher,"$150,000 to < $200,000",White only (non-Hispanic)
504,Male,65-69,Some high school,,White only (non-Hispanic)
505,Male,25-29,College graduate or higher,,White only (non-Hispanic)
506,Female,55-59,Elementary,"$50,000 to <$75,000",White only (non-Hispanic)
507,Female,25-29,Some college or technical school,"$100,000 to < $150,000",White only (non-Hispanic)
508,Female,18-24,High school graduate,"$50,000 to <$75,000",White only (non-Hispanic)
509,Male,65-69,Some high school,"$10,000 to <$15,000",Multiracial (non-Hispanic)
510,Female,45-49,High school graduate,"$10,000 to <$15,000",White only (non-Hispanic)
511,Female,45-49,Some college or technical school,"$75,000 to < $100,000",White only (non-Hispanic)
512,Male,55-59,High school graduate,,White only (non-Hispanic)
513,Female,25-29,High school graduate,"$35,000 to <$50,000",White only (non-Hispanic)
514,Male,45-49,High school graduate,"$75,000 to < $100,000",White only (non-Hispanic)
515,Female,50-54,Some high school,"$15,000 to <$20,000",White only (non-Hispanic)
516,Male,18-24,Some high school,"$15,000 to <$20,000",White only (non-Hispanic)
517,Male,50-54,High school graduate,"$10,000 to <$15,000",Black only (non-Hispanic)
518,Female,65-69,College graduate or higher,"$150,000 to < $200,000",White only (non-Hispanic)
519,Male,25-29,College graduate or higher,"$35,000 to <$50,000",Black only (non-Hispanic)
520,Male,35-39,Some college or technical school,"$75,000 to < $100,000",Black only (non-Hispanic)
521,Female,55-59,Some college or technical school,"$75,000 to < $100,000",Black only (non-Hispanic)
522,Male,25-29,College graduate or higher,"$200,000 or more",White only (non-Hispanic)
523,Female,50-54,College graduate or higher,"$35,000 to <$50,000",Asian (non-Hispanic)
524,Female,70-74,High school graduate,"$35,000 to <$50,000",Hispanic
525,Male,70-74,High school graduate,,Black only (non-Hispanic)
526,Female,45-49,High school graduate,,White only (non-Hispanic)
527,Female,35-39,College graduate or higher,"$100,000 to < $150,000",White only (non-Hispanic)
528,Female,45-49,High school graduate,"$20,000 to <$25,000",White only (non-Hispanic)
529,Male,60-64,College graduate or higher,"$75,000 to < $100,000",White only (non-Hispanic)
530,Female,18-24,College graduate or higher,"$150,000 to < $200,000",White only (non-Hispanic)
531,Male,70-74,College graduate or higher,"$200,000 or more",White only (non-Hispanic)
532,Female,35-39,High school graduate,,Black only (non-Hispanic)
533,Male,70-74,High school graduate,,
